,vault_name,vault_apy,vault_total_assets
2021-05-20 17:41:56.729110, 1INCH-USDC,41.79%  ,337.10K
2021-05-20 17:41:56.753760, 1INCH-WBTC,15.46%  ,390.60K
2021-05-20 17:41:56.792791, ETH-DAI,288.10%  ,209.20K
2021-05-20 17:41:56.819336, ETH-USDC,349.99%  ,116.68K
2021-05-20 17:41:56.839725, ETH-USDT,238.11%  ,74.92K
2021-05-20 17:41:56.860034, ETH-WBTC,135.47%  ,8.76M
2021-05-20 17:41:56.899516, MUSE-ETH,193.00%  ,445.17K
2021-05-20 17:41:56.919794, DUDES20-ETH,424.55%  ,74.14K
2021-05-20 17:41:56.940196, MASK20-ETH,220.17%  ,74.10K
2021-05-20 17:41:56.962749, ROPE20-ETH,7585.09%  ,39.87K
2021-05-20 17:41:56.983691, MCAT20-ETH,321.90%  ,29.34K
2021-05-20 17:41:57.004846, MEME20-ETH,391.25%  ,69.98K
2021-05-20 17:41:57.026544, GPUNKS20-ETH,311.35%  ,49.97K
2021-05-20 17:41:57.068542, MAAPL-UST,52.24%  ,362.04K
2021-05-20 17:41:57.088958, MAMZN-UST,60.25%  ,267.77K
2021-05-20 17:41:57.110315, MGOOGL-UST,56.35%  ,287.19K
2021-05-20 17:41:57.131401, MTSLA-UST,57.08%  ,234.32K
2021-05-20 17:41:57.152333, MNFLX-UST,51.30%  ,522.56K
2021-05-20 17:41:57.173505, MTWTR-UST,53.45%  ,509.69K
2021-05-20 17:41:57.212122, CRV:LINK,6.47%  ,1.77M
2021-05-20 17:41:57.251883, DAI-BAC,54.22%  ,737.16K
2021-05-20 17:41:57.285965, DAI-BASv2,106.83%  ,57.75K
2021-05-20 17:41:57.339851, TUSD,Inactive ,24.07K
2021-05-20 17:41:57.373610, CRV:AAVE,Inactive ,12.41K
2021-05-20 17:41:57.407402, RENBTC,Inactive ,98.12K
2021-05-20 17:41:57.440042, MIC-USDT,Inactive ,270.81K
2021-05-20 17:41:57.492300, MIS-USDT,Inactive ,58.36K
2021-05-20 17:41:57.522006, WBTC-TBTC,Inactive ,794.60
2021-05-20 17:41:57.552032, ETH-DAI,Inactive ,17.20K
2021-05-20 17:41:57.583446, ETH-USDC,Inactive ,30.39K
2021-05-20 17:41:57.624766, ETH-USDT,Inactive ,9.74K
2021-05-20 17:41:57.656696, ETH-WBTC,Inactive ,26.15K
2021-05-20 17:41:57.684419, DAI-BSG,Inactive ,1.64K
2021-05-20 17:41:57.724032, DAI-BSGS,Inactive ,3.30K
2021-05-20 17:41:57.759389, BAC,Inactive ,304.18
2021-05-20 17:41:57.801642, ESD,Inactive ,14.33K
2021-05-20 17:41:57.841695, DSD,Inactive ,2.14K
2021-05-20 17:41:57.873836, FARM/USDC,Inactive,57.07K
2021-05-21 17:46:51.834086, WETH,9.11%  ,8.01M
2021-05-21 17:46:51.870338, COMFI-ETH,10000%+  ,361.44K
2021-05-21 17:46:51.896478, FARM,85.57%,30.45M
2021-05-21 17:46:51.940063, USDC,11.79%  ,19.41M
2021-05-21 17:46:51.960601, USDT,11.65%  ,9.80M
2021-05-21 17:46:51.981453, DAI,12.14%  ,22.05M
2021-05-21 17:46:52.003048, CRV:HUSD,8.35%  ,1.62M
2021-05-21 17:46:52.023661, YCRV,12.64%  ,1.42M
2021-05-21 17:46:52.044507, 3CRV,4.73%  ,8.10M
2021-05-21 17:46:52.065132, CRV:COMPOUND,9.69%  ,1.52M
2021-05-21 17:46:52.087779, CRV:BUSD,12.63%  ,2.25M
2021-05-21 17:46:52.115282, CRV:USDN,25.94%  ,2.82M
2021-05-21 17:46:52.138194, CRV:EURS,25.49%  ,642.27K
2021-05-21 17:46:52.159227, CRV:GUSD,11.76%  ,180.90K
2021-05-21 17:46:52.179876, CRV:UST,12.61%  ,245.31K
2021-05-21 17:46:52.200692, CRV:USDP,19.35%  ,423.01K
2021-05-21 17:46:52.240084, CRV:HBTC,4.54%  ,7.28M
2021-05-21 17:46:52.261113, CRV:OBTC,12.51%  ,6.36M
2021-05-21 17:46:52.282308, CRV:TBTC,3.71%  ,454.41K
2021-05-21 17:46:52.303583, CRV:RENWBTC,2.39%  ,40.80M
2021-05-21 17:46:52.330031, WBTC,4.11%  ,505.95K
2021-05-21 17:46:52.376176, CRV:STETH,9.11%  ,42.23M
2021-05-21 17:46:52.414985, ETH-DPI,33.74%  ,2.91M
2021-05-21 17:46:52.436462, WBTC-KBTC,71.77%  ,86.54K
2021-05-21 17:46:52.456838, WBTC-KLONX,75.09%  ,46.14K
2021-05-21 17:46:52.477947, ETH-MVI,21.07%  ,699.38K
2021-05-21 17:46:52.498908, KXUSD-DAI,102.52%  ,85.52K
2021-05-21 17:46:52.521589, FARM/ETH,29.36%,8.90M
2021-05-21 17:46:52.549109, FARM/GRAIN,58.26%,89.69K
2021-05-21 17:46:52.591147, ETH-SUSHI,54.72%  ,305.20K
2021-05-21 17:46:52.612049, ETH-PERP,118.64%  ,59.58K
2021-05-21 17:46:52.634092, ETH-DAI,242.59%  ,15.87M
2021-05-21 17:46:52.654600, ETH-USDC,304.48%  ,11.40M
2021-05-21 17:46:52.674989, ETH-USDT,122.85%  ,32.03M
2021-05-21 17:46:52.695885, ETH-WBTC,94.17%  ,12.55M
2021-05-21 17:46:52.716349, ETH-UST,111.99%  ,274.03K
2021-05-21 17:46:52.757009, SUSHI,20.31%  ,4.01M
2021-05-21 17:46:52.797031, ETH-DAI,268.32%  ,15.56M
2021-05-21 17:46:52.827498, ETH-USDC,328.86%  ,7.02M
2021-05-21 17:46:52.853346, ETH-USDT,148.94%  ,5.17M
2021-05-21 17:46:52.887645, ETH-WBTC,118.16%  ,9.77M
2021-05-21 17:46:52.938993, 1INCH-ETH,9.95%  ,635.20K
2021-05-21 17:46:52.960780, 1INCH-USDC,41.79%  ,314.47K
2021-05-21 17:46:52.983068, 1INCH-WBTC,15.46%  ,348.88K
2021-05-21 17:46:53.026407, ETH-DAI,268.32%  ,157.77K
2021-05-21 17:46:53.046443, ETH-USDC,328.86%  ,112.36K
2021-05-21 17:46:53.066776, ETH-USDT,148.94%  ,72.44K
2021-05-21 17:46:53.090534, ETH-WBTC,118.16%  ,8.15M
2021-05-21 17:46:53.132032, MUSE-ETH,195.26%  ,407.50K
2021-05-21 17:46:53.152987, DUDES20-ETH,405.57%  ,72.62K
2021-05-21 17:46:53.173868, MASK20-ETH,235.28%  ,62.38K
2021-05-21 17:46:53.194253, ROPE20-ETH,10000%+  ,30.51K
2021-05-21 17:46:53.218131, MCAT20-ETH,292.72%  ,30.25K
2021-05-21 17:46:53.240566, MEME20-ETH,398.78%  ,63.81K
2021-05-21 17:46:53.262886, GPUNKS20-ETH,360.32%  ,42.18K
2021-05-21 17:46:53.301346, MAAPL-UST,49.68%  ,363.34K
2021-05-21 17:46:53.322358, MAMZN-UST,53.92%  ,267.98K
2021-05-21 17:46:53.343686, MGOOGL-UST,53.32%  ,289.45K
2021-05-21 17:46:53.365984, MTSLA-UST,53.62%  ,237.85K
2021-05-21 17:46:53.389500, MNFLX-UST,48.64%  ,526.09K
2021-05-21 17:46:53.412999, MTWTR-UST,50.85%  ,507.03K
2021-05-21 17:46:53.459652, CRV:LINK,6.52%  ,1.42M
2021-05-21 17:46:53.499367, DAI-BAC,55.34%  ,721.40K
2021-05-21 17:46:53.519987, DAI-BASv2,101.64%  ,57.46K
2021-05-21 17:46:53.561677, TUSD,Inactive ,24.15K
2021-05-21 17:46:53.583356, CRV:AAVE,Inactive ,12.41K
2021-05-21 17:46:53.606139, RENBTC,Inactive ,93.42K
2021-05-21 17:46:53.628467, MIC-USDT,Inactive ,274.50K
2021-05-21 17:46:53.651947, MIS-USDT,Inactive ,58.26K
2021-05-21 17:46:53.674846, WBTC-TBTC,Inactive ,754.46
2021-05-21 17:46:53.698361, ETH-DAI,Inactive ,16.66K
2021-05-21 17:46:53.722251, ETH-USDC,Inactive ,29.30K
2021-05-21 17:46:53.745800, ETH-USDT,Inactive ,9.43K
2021-05-21 17:46:53.768190, ETH-WBTC,Inactive ,24.35K
2021-05-21 17:46:53.789350, DAI-BSG,Inactive ,1.66K
2021-05-21 17:46:53.810138, DAI-BSGS,Inactive ,3.06K
2021-05-21 17:46:53.830657, BAC,Inactive ,286.39
2021-05-21 17:46:53.855100, ESD,Inactive ,13.77K
2021-05-21 17:46:53.876068, DSD,Inactive ,1.81K
2021-05-21 17:46:53.896794, FARM/USDC,Inactive,52.61K
2021-05-22 16:48:12.816741, WETH,5.95%  ,10.01M
2021-05-22 16:48:12.839926, COMFI-ETH,10000%+  ,330.90K
2021-05-22 16:48:12.875443, FARM,60.54%,26.38M
2021-05-22 16:48:12.937072, USDC,10.47%  ,19.25M
2021-05-22 16:48:12.963420, USDT,10.05%  ,9.76M
2021-05-22 16:48:12.985708, DAI,10.38%  ,22.16M
2021-05-22 16:48:13.006887, CRV:HUSD,7.61%  ,1.73M
2021-05-22 16:48:13.029363, YCRV,13.52%  ,1.42M
2021-05-22 16:48:13.053533, 3CRV,5.02%  ,8.10M
2021-05-22 16:48:13.074078, CRV:COMPOUND,9.28%  ,1.53M
2021-05-22 16:48:13.094563, CRV:BUSD,17.22%  ,2.25M
2021-05-22 16:48:13.114986, CRV:USDN,26.38%  ,2.82M
2021-05-22 16:48:13.136230, CRV:EURS,23.94%  ,607.15K
2021-05-22 16:48:13.158122, CRV:GUSD,11.46%  ,180.90K
2021-05-22 16:48:13.187543, CRV:UST,12.01%  ,245.86K
2021-05-22 16:48:13.216696, CRV:USDP,24.70%  ,147.96K
2021-05-22 16:48:13.257891, CRV:HBTC,4.57%  ,8.77M
2021-05-22 16:48:13.278310, CRV:OBTC,12.38%  ,6.43M
2021-05-22 16:48:13.298692, CRV:TBTC,3.70%  ,464.95K
2021-05-22 16:48:13.320472, CRV:RENWBTC,4.24%  ,41.44M
2021-05-22 16:48:13.340943, WBTC,3.21%  ,744.00K
2021-05-22 16:48:13.378887, CRV:STETH,8.34%  ,39.78M
2021-05-22 16:48:13.419325, ETH-DPI,22.47%  ,2.76M
2021-05-22 16:48:13.445205, WBTC-KBTC,72.06%  ,86.61K
2021-05-22 16:48:13.465518, WBTC-KLONX,76.20%  ,23.40K
2021-05-22 16:48:13.486971, ETH-MVI,17.98%  ,667.16K
2021-05-22 16:48:13.509570, KXUSD-DAI,96.99%  ,87.52K
2021-05-22 16:48:13.532283, FARM/ETH,37.65%,7.01M
2021-05-22 16:48:13.558222, FARM/GRAIN,57.39%,82.09K
2021-05-22 16:48:13.601312, ETH-SUSHI,41.02%  ,284.53K
2021-05-22 16:48:13.624245, ETH-PERP,87.99%  ,57.63K
2021-05-22 16:48:13.650466, ETH-DAI,93.35%  ,15.51M
2021-05-22 16:48:13.682913, ETH-USDC,130.07%  ,13.38M
2021-05-22 16:48:13.713072, ETH-USDT,110.73%  ,31.20M
2021-05-22 16:48:13.738112, ETH-WBTC,27.76%  ,12.49M
2021-05-22 16:48:13.761610, ETH-UST,73.76%  ,272.75K
2021-05-22 16:48:13.808706, SUSHI,32.48%  ,3.62M
2021-05-22 16:48:13.840415, ETH-DAI,131.20%  ,15.20M
2021-05-22 16:48:13.869394, ETH-USDC,166.58%  ,6.84M
2021-05-22 16:48:13.897836, ETH-USDT,148.66%  ,5.03M
2021-05-22 16:48:13.944056, ETH-WBTC,63.74%  ,9.67M
2021-05-22 16:48:13.989935, 1INCH-ETH,9.80%  ,586.75K
2021-05-22 16:48:14.014222, 1INCH-USDC,19.10%  ,289.85K
2021-05-22 16:48:14.041911, 1INCH-WBTC,5.20%  ,273.60K
2021-05-22 16:48:14.128079, ETH-DAI,131.20%  ,154.05K
2021-05-22 16:48:14.153438, ETH-USDC,166.58%  ,109.55K
2021-05-22 16:48:14.175398, ETH-USDT,148.66%  ,70.52K
2021-05-22 16:48:14.196695, ETH-WBTC,63.74%  ,8.03M
2021-05-22 16:48:14.237372, MUSE-ETH,168.62%  ,378.92K
2021-05-22 16:48:14.258272, DUDES20-ETH,368.75%  ,69.43K
2021-05-22 16:48:14.278564, MASK20-ETH,217.37%  ,63.97K
2021-05-22 16:48:14.300159, ROPE20-ETH,3531.76%  ,39.58K
2021-05-22 16:48:14.320262, MCAT20-ETH,266.40%  ,32.81K
2021-05-22 16:48:14.342492, MEME20-ETH,375.26%  ,57.86K
2021-05-22 16:48:14.363269, GPUNKS20-ETH,343.39%  ,39.71K
2021-05-22 16:48:14.405250, MAAPL-UST,48.53%  ,360.03K
2021-05-22 16:48:14.427375, MAMZN-UST,54.68%  ,228.21K
2021-05-22 16:48:14.452877, MGOOGL-UST,59.70%  ,177.93K
2021-05-22 16:48:14.474201, MTSLA-UST,51.95%  ,234.68K
2021-05-22 16:48:14.496466, MNFLX-UST,42.24%  ,522.19K
2021-05-22 16:48:14.522969, MTWTR-UST,46.43%  ,504.83K
2021-05-22 16:48:14.564155, CRV:LINK,6.60%  ,1.35M
2021-05-22 16:48:14.610987, DAI-BAC,48.14%  ,681.89K
2021-05-22 16:48:14.634757, DAI-BASv2,92.84%  ,53.30K
2021-05-22 16:48:14.679152, TUSD,Inactive ,24.13K
2021-05-22 16:48:14.702885, CRV:AAVE,Inactive ,169.94
2021-05-22 16:48:14.729182, RENBTC,Inactive ,95.20K
2021-05-22 16:48:14.754665, MIC-USDT,Inactive ,275.53K
2021-05-22 16:48:14.777154, MIS-USDT,Inactive ,53.18K
2021-05-22 16:48:14.800080, WBTC-TBTC,Inactive ,778.83
2021-05-22 16:48:14.823242, ETH-DAI,Inactive ,16.70K
2021-05-22 16:48:14.846325, ETH-USDC,Inactive ,29.40K
2021-05-22 16:48:14.866385, ETH-USDT,Inactive ,9.43K
2021-05-22 16:48:14.886929, ETH-WBTC,Inactive ,24.58K
2021-05-22 16:48:14.908722, DAI-BSG,Inactive ,1.66K
2021-05-22 16:48:14.936549, DAI-BSGS,Inactive ,3.06K
2021-05-22 16:48:14.957231, BAC,Inactive ,258.43
2021-05-22 16:48:14.979378, ESD,Inactive ,13.49K
2021-05-22 16:48:14.999375, DSD,Inactive ,1.81K
2021-05-22 16:48:15.025793, FARM/USDC,Inactive,49.12K
